COUNT,POPULATION,SEX,SITE,YEAR
285,115974555,Male,Hemangioblastoma,2015
272,117142413,Male,Hemangioblastoma,2016
324,118201255,Male,Hemangioblastoma,2017
139,101938779,Male,Hemangioma,2004
199,103190694,Male,Hemangioma,2005
232,104488268,Male,Hemangioma,2006
267,105697783,Male,Hemangioma,2007
325,106947980,Male,Hemangioma,2008
424,108197539,Male,Hemangioma,2009
445,109527917,Male,Hemangioma,2010
503,110844094,Male,Hemangioma,2011
509,112218652,Male,Hemangioma,2012
504,113477293,Male,Hemangioma,2013
495,114741253,Male,Hemangioma,2014
441,115974555,Male,Hemangioma,2015
398,117142413,Male,Hemangioma,2016
393,118201255,Male,Hemangioma,2017
26,101938779,Male,Local Extensions from Regional Tumors,2004
23,103190694,Male,Local Extensions from Regional Tumors,2005
35,104488268,Male,Local Extensions from Regional Tumors,2006
23,105697783,Male,Local Extensions from Regional Tumors,2007
30,106947980,Male,Local Extensions from Regional Tumors,2008
29,108197539,Male,Local Extensions from Regional Tumors,2009
30,109527917,Male,Local Extensions from Regional Tumors,2010
22,110844094,Male,Local Extensions from Regional Tumors,2011
28,112218652,Male,Local Extensions from Regional Tumors,2012
29,113477293,Male,Local Extensions from Regional Tumors,2013
25,114741253,Male,Local Extensions from Regional Tumors,2014
23,115974555,Male,Local Extensions from Regional Tumors,2015
26,117142413,Male,Local Extensions from Regional Tumors,2016
20,118201255,Male,Local Extensions from Regional Tumors,2017
749,101938779,Male,Lymphomas and Hematopoietic Neoplasms,2004
778,103190694,Male,Lymphomas and Hematopoietic Neoplasms,2005
761,104488268,Male,Lymphomas and Hematopoietic Neoplasms,2006
737,105697783,Male,Lymphomas and Hematopoietic Neoplasms,2007
774,106947980,Male,Lymphomas and Hematopoietic Neoplasms,2008
763,108197539,Male,Lymphomas and Hematopoietic Neoplasms,2009
757,109527917,Male,Lymphomas and Hematopoietic Neoplasms,2010
810,110844094,Male,Lymphomas and Hematopoietic Neoplasms,2011
757,112218652,Male,Lymphomas and Hematopoietic Neoplasms,2012
730,113477293,Male,Lymphomas and Hematopoietic Neoplasms,2013
818,114741253,Male,Lymphomas and Hematopoietic Neoplasms,2014
820,115974555,Male,Lymphomas and Hematopoietic Neoplasms,2015
819,117142413,Male,Lymphomas and Hematopoietic Neoplasms,2016
878,118201255,Male,Lymphomas and Hematopoietic Neoplasms,2017
4893,101938779,Male,Meningioma,2004
170,101938779,Male,Meningioma,2004
5468,103190694,Male,Meningioma,2005
155,103190694,Male,Meningioma,2005
5877,104488268,Male,Meningioma,2006
154,104488268,Male,Meningioma,2006
6089,105697783,Male,Meningioma,2007
175,105697783,Male,Meningioma,2007
6682,106947980,Male,Meningioma,2008
148,106947980,Male,Meningioma,2008
7240,108197539,Male,Meningioma,2009
150,108197539,Male,Meningioma,2009
7259,109527917,Male,Meningioma,2010
121,109527917,Male,Meningioma,2010
7445,110844094,Male,Meningioma,2011
141,110844094,Male,Meningioma,2011
7623,112218652,Male,Meningioma,2012
152,112218652,Male,Meningioma,2012
8108,113477293,Male,Meningioma,2013
155,113477293,Male,Meningioma,2013
8222,114741253,Male,Meningioma,2014
164,114741253,Male,Meningioma,2014
8672,115974555,Male,Meningioma,2015
148,115974555,Male,Meningioma,2015
8802,117142413,Male,Meningioma,2016
155,117142413,Male,Meningioma,2016
9066,118201255,Male,Meningioma,2017
142,118201255,Male,Meningioma,2017
295,101938779,Male,Mixed glioma,2004
329,103190694,Male,Mixed glioma,2005
364,104488268,Male,Mixed glioma,2006
348,105697783,Male,Mixed glioma,2007
339,106947980,Male,Mixed glioma,2008
392,108197539,Male,Mixed glioma,2009
341,109527917,Male,Mixed glioma,2010
363,110844094,Male,Mixed glioma,2011
331,112218652,Male,Mixed glioma,2012
369,113477293,Male,Mixed glioma,2013
267,114741253,Male,Mixed glioma,2014
143,115974555,Male,Mixed glioma,2015
64,117142413,Male,Mixed glioma,2016
30,118201255,Male,Mixed glioma,2017
507,101938779,Male,"Neoplasm, unspecified",2004
609,101938779,Male,"Neoplasm, unspecified",2004
626,103190694,Male,"Neoplasm, unspecified",2005
603,103190694,Male,"Neoplasm, unspecified",2005
615,104488268,Male,"Neoplasm, unspecified",2006
565,104488268,Male,"Neoplasm, unspecified",2006
588,105697783,Male,"Neoplasm, unspecified",2007
565,105697783,Male,"Neoplasm, unspecified",2007
607,106947980,Male,"Neoplasm, unspecified",2008
618,106947980,Male,"Neoplasm, unspecified",2008
608,108197539,Male,"Neoplasm, unspecified",2009
642,108197539,Male,"Neoplasm, unspecified",2009
664,109527917,Male,"Neoplasm, unspecified",2010
600,109527917,Male,"Neoplasm, unspecified",2010
631,110844094,Male,"Neoplasm, unspecified",2011
610,110844094,Male,"Neoplasm, unspecified",2011
709,112218652,Male,"Neoplasm, unspecified",2012
619,112218652,Male,"Neoplasm, unspecified",2012
679,113477293,Male,"Neoplasm, unspecified",2013
610,113477293,Male,"Neoplasm, unspecified",2013
635,114741253,Male,"Neoplasm, unspecified",2014
662,114741253,Male,"Neoplasm, unspecified",2014
622,115974555,Male,"Neoplasm, unspecified",2015
623,115974555,Male,"Neoplasm, unspecified",2015
565,117142413,Male,"Neoplasm, unspecified",2016
613,117142413,Male,"Neoplasm, unspecified",2016
541,118201255,Male,"Neoplasm, unspecified",2017
540,118201255,Male,"Neoplasm, unspecified",2017
2327,101938779,Male,"Nerve sheath, benign and malignant",2004
27,101938779,Male,"Nerve sheath, benign and malignant",2004
2674,103190694,Male,"Nerve sheath, benign and malignant",2005
30,103190694,Male,"Nerve sheath, benign and malignant",2005
2653,104488268,Male,"Nerve sheath, benign and malignant",2006
18,104488268,Male,"Nerve sheath, benign and malignant",2006
2734,105697783,Male,"Nerve sheath, benign and malignant",2007
20,105697783,Male,"Nerve sheath, benign and malignant",2007
2704,106947980,Male,"Nerve sheath, benign and malignant",2008
25,106947980,Male,"Nerve sheath, benign and malignant",2008
2885,108197539,Male,"Nerve sheath, benign and malignant",2009
20,108197539,Male,"Nerve sheath, benign and malignant",2009
2889,109527917,Male,"Nerve sheath, benign and malignant",2010
23,109527917,Male,"Nerve sheath, benign and malignant",2010
2995,110844094,Male,"Nerve sheath, benign and malignant",2011
17,110844094,Male,"Nerve sheath, benign and malignant",2011
3175,112218652,Male,"Nerve sheath, benign and malignant",2012
24,112218652,Male,"Nerve sheath, benign and malignant",2012
3238,113477293,Male,"Nerve sheath, benign and malignant",2013
21,113477293,Male,"Nerve sheath, benign and malignant",2013
3489,114741253,Male,"Nerve sheath, benign and malignant",2014
22,114741253,Male,"Nerve sheath, benign and malignant",2014
3428,115974555,Male,"Nerve sheath, benign and malignant",2015
16,115974555,Male,"Nerve sheath, benign and malignant",2015
3292,117142413,Male,"Nerve sheath, benign and malignant",2016
21,117142413,Male,"Nerve sheath, benign and malignant",2016
3158,118201255,Male,"Nerve sheath, benign and malignant",2017
25,118201255,Male,"Nerve sheath, benign and malignant",2017
29,101938779,Male,Neuroepithelial,2004
18,103190694,Male,Neuroepithelial,2005
25,104488268,Male,Neuroepithelial,2006
32,105697783,Male,Neuroepithelial,2007
18,106947980,Male,Neuroepithelial,2008
24,108197539,Male,Neuroepithelial,2009
26,109527917,Male,Neuroepithelial,2010
29,110844094,Male,Neuroepithelial,2011
28,112218652,Male,Neuroepithelial,2012
27,113477293,Male,Neuroepithelial,2013
35,114741253,Male,Neuroepithelial,2014
32,115974555,Male,Neuroepithelial,2015
24,117142413,Male,Neuroepithelial,2016
19,118201255,Male,Neuroepithelial,2017
161,101938779,Male,"Neuronal/glial, neuronal",2004
22,101938779,Male,"Neuronal/glial, neuronal",2004
191,103190694,Male,"Neuronal/glial, neuronal",2005
35,103190694,Male,"Neuronal/glial, neuronal",2005
201,104488268,Male,"Neuronal/glial, neuronal",2006
25,104488268,Male,"Neuronal/glial, neuronal",2006
184,105697783,Male,"Neuronal/glial, neuronal",2007
23,105697783,Male,"Neuronal/glial, neuronal",2007
218,106947980,Male,"Neuronal/glial, neuronal",2008
23,106947980,Male,"Neuronal/glial, neuronal",2008
217,108197539,Male,"Neuronal/glial, neuronal",2009
20,108197539,Male,"Neuronal/glial, neuronal",2009
234,109527917,Male,"Neuronal/glial, neuronal",2010
187,110844094,Male,"Neuronal/glial, neuronal",2011
22,110844094,Male,"Neuronal/glial, neuronal",2011
205,112218652,Male,"Neuronal/glial, neuronal",2012
22,112218652,Male,"Neuronal/glial, neuronal",2012
215,113477293,Male,"Neuronal/glial, neuronal",2013
18,113477293,Male,"Neuronal/glial, neuronal",2013
223,114741253,Male,"Neuronal/glial, neuronal",2014
20,114741253,Male,"Neuronal/glial, neuronal",2014
264,115974555,Male,"Neuronal/glial, neuronal",2015
16,115974555,Male,"Neuronal/glial, neuronal",2015
238,117142413,Male,"Neuronal/glial, neuronal",2016
21,117142413,Male,"Neuronal/glial, neuronal",2016
233,118201255,Male,"Neuronal/glial, neuronal",2017
477,101938779,Male,Oligodendroglioma,2004
440,103190694,Male,Oligodendroglioma,2005
467,104488268,Male,Oligodendroglioma,2006
438,105697783,Male,Oligodendroglioma,2007
408,106947980,Male,Oligodendroglioma,2008
473,108197539,Male,Oligodendroglioma,2009
470,109527917,Male,Oligodendroglioma,2010
441,110844094,Male,Oligodendroglioma,2011
367,112218652,Male,Oligodendroglioma,2012
367,113477293,Male,Oligodendroglioma,2013
410,114741253,Male,Oligodendroglioma,2014
403,115974555,Male,Oligodendroglioma,2015
395,117142413,Male,Oligodendroglioma,2016
388,118201255,Male,Oligodendroglioma,2017
82,101938779,Male,Other mesenchymal,2004
31,101938779,Male,Other mesenchymal,2004
73,103190694,Male,Other mesenchymal,2005
35,103190694,Male,Other mesenchymal,2005
68,104488268,Male,Other mesenchymal,2006
29,104488268,Male,Other mesenchymal,2006
83,105697783,Male,Other mesenchymal,2007
39,105697783,Male,Other mesenchymal,2007
103,106947980,Male,Other mesenchymal,2008
46,106947980,Male,Other mesenchymal,2008
104,108197539,Male,Other mesenchymal,2009
48,108197539,Male,Other mesenchymal,2009
77,109527917,Male,Other mesenchymal,2010
35,109527917,Male,Other mesenchymal,2010
67,110844094,Male,Other mesenchymal,2011
45,110844094,Male,Other mesenchymal,2011
93,112218652,Male,Other mesenchymal,2012
32,112218652,Male,Other mesenchymal,2012
74,113477293,Male,Other mesenchymal,2013
43,113477293,Male,Other mesenchymal,2013
85,114741253,Male,Other mesenchymal,2014
48,114741253,Male,Other mesenchymal,2014
109,115974555,Male,Other mesenchymal,2015
45,115974555,Male,Other mesenchymal,2015
77,117142413,Male,Other mesenchymal,2016
41,117142413,Male,Other mesenchymal,2016
73,118201255,Male,Other mesenchymal,2017
46,118201255,Male,Other mesenchymal,2017
150,101938779,Male,Pilocytic astrocytoma,2004
155,103190694,Male,Pilocytic astrocytoma,2005
158,104488268,Male,Pilocytic astrocytoma,2006
142,105697783,Male,Pilocytic astrocytoma,2007
145,106947980,Male,Pilocytic astrocytoma,2008
137,108197539,Male,Pilocytic astrocytoma,2009
163,109527917,Male,Pilocytic astrocytoma,2010
172,110844094,Male,Pilocytic astrocytoma,2011
146,112218652,Male,Pilocytic astrocytoma,2012
144,113477293,Male,Pilocytic astrocytoma,2013
150,114741253,Male,Pilocytic astrocytoma,2014
148,115974555,Male,Pilocytic astrocytoma,2015
157,117142413,Male,Pilocytic astrocytoma,2016
135,118201255,Male,Pilocytic astrocytoma,2017
18,103190694,Male,Pineal parenchymal,2005
18,104488268,Male,Pineal parenchymal,2006
18,104488268,Male,Pineal parenchymal,2006
16,105697783,Male,Pineal parenchymal,2007
16,105697783,Male,Pineal parenchymal,2007
23,106947980,Male,Pineal parenchymal,2008
21,106947980,Male,Pineal parenchymal,2008
18,108197539,Male,Pineal parenchymal,2009
18,109527917,Male,Pineal parenchymal,2010
16,110844094,Male,Pineal parenchymal,2011
18,110844094,Male,Pineal parenchymal,2011
26,112218652,Male,Pineal parenchymal,2012
20,112218652,Male,Pineal parenchymal,2012
36,113477293,Male,Pineal parenchymal,2013
22,114741253,Male,Pineal parenchymal,2014
19,114741253,Male,Pineal parenchymal,2014
28,115974555,Male,Pineal parenchymal,2015
26,117142413,Male,Pineal parenchymal,2016
34,117142413,Male,Pineal parenchymal,2016
26,118201255,Male,Pineal parenchymal,2017
3435,101938779,Male,Pituitary,2004
18,101938779,Male,Pituitary,2004
3783,103190694,Male,Pituitary,2005
4067,104488268,Male,Pituitary,2006
17,104488268,Male,Pituitary,2006
4453,105697783,Male,Pituitary,2007
24,105697783,Male,Pituitary,2007
4851,106947980,Male,Pituitary,2008
5191,108197539,Male,Pituitary,2009
5373,109527917,Male,Pituitary,2010
5472,110844094,Male,Pituitary,2011
21,110844094,Male,Pituitary,2011
5967,112218652,Male,Pituitary,2012
19,112218652,Male,Pituitary,2012
6006,113477293,Male,Pituitary,2013
25,113477293,Male,Pituitary,2013
6092,114741253,Male,Pituitary,2014
21,114741253,Male,Pituitary,2014
6298,115974555,Male,Pituitary,2015
16,115974555,Male,Pituitary,2015
6268,117142413,Male,Pituitary,2016
6165,118201255,Male,Pituitary,2017
2327,101938779,Male,Tumors of Cranial and Spinal Nerves,2004
27,101938779,Male,Tumors of Cranial and Spinal Nerves,2004
2674,103190694,Male,Tumors of Cranial and Spinal Nerves,2005
30,103190694,Male,Tumors of Cranial and Spinal Nerves,2005
2654,104488268,Male,Tumors of Cranial and Spinal Nerves,2006
18,104488268,Male,Tumors of Cranial and Spinal Nerves,2006
2735,105697783,Male,Tumors of Cranial and Spinal Nerves,2007
20,105697783,Male,Tumors of Cranial and Spinal Nerves,2007
2706,106947980,Male,Tumors of Cranial and Spinal Nerves,2008
25,106947980,Male,Tumors of Cranial and Spinal Nerves,2008
2889,108197539,Male,Tumors of Cranial and Spinal Nerves,2009
20,108197539,Male,Tumors of Cranial and Spinal Nerves,2009
2890,109527917,Male,Tumors of Cranial and Spinal Nerves,2010
23,109527917,Male,Tumors of Cranial and Spinal Nerves,2010
2998,110844094,Male,Tumors of Cranial and Spinal Nerves,2011
17,110844094,Male,Tumors of Cranial and Spinal Nerves,2011
3177,112218652,Male,Tumors of Cranial and Spinal Nerves,2012
24,112218652,Male,Tumors of Cranial and Spinal Nerves,2012
3242,113477293,Male,Tumors of Cranial and Spinal Nerves,2013
21,113477293,Male,Tumors of Cranial and Spinal Nerves,2013
3492,114741253,Male,Tumors of Cranial and Spinal Nerves,2014
22,114741253,Male,Tumors of Cranial and Spinal Nerves,2014
3435,115974555,Male,Tumors of Cranial and Spinal Nerves,2015
16,115974555,Male,Tumors of Cranial and Spinal Nerves,2015
3296,117142413,Male,Tumors of Cranial and Spinal Nerves,2016
21,117142413,Male,Tumors of Cranial and Spinal Nerves,2016
3162,118201255,Male,Tumors of Cranial and Spinal Nerves,2017
25,118201255,Male,Tumors of Cranial and Spinal Nerves,2017
448,101938779,Male,Tumors of Neuroepthelial Tissue,2004
8968,101938779,Male,Tumors of Neuroepthelial Tissue,2004
524,103190694,Male,Tumors of Neuroepthelial Tissue,2005
9102,103190694,Male,Tumors of Neuroepthelial Tissue,2005
560,104488268,Male,Tumors of Neuroepthelial Tissue,2006
9192,104488268,Male,Tumors of Neuroepthelial Tissue,2006
520,105697783,Male,Tumors of Neuroepthelial Tissue,2007
9394,105697783,Male,Tumors of Neuroepthelial Tissue,2007
586,106947980,Male,Tumors of Neuroepthelial Tissue,2008
9657,106947980,Male,Tumors of Neuroepthelial Tissue,2008
588,108197539,Male,Tumors of Neuroepthelial Tissue,2009
9729,108197539,Male,Tumors of Neuroepthelial Tissue,2009
646,109527917,Male,Tumors of Neuroepthelial Tissue,2010
9755,109527917,Male,Tumors of Neuroepthelial Tissue,2010
604,110844094,Male,Tumors of Neuroepthelial Tissue,2011
9902,110844094,Male,Tumors of Neuroepthelial Tissue,2011
627,112218652,Male,Tumors of Neuroepthelial Tissue,2012
9990,112218652,Male,Tumors of Neuroepthelial Tissue,2012
609,113477293,Male,Tumors of Neuroepthelial Tissue,2013
10181,113477293,Male,Tumors of Neuroepthelial Tissue,2013
678,114741253,Male,Tumors of Neuroepthelial Tissue,2014
10323,114741253,Male,Tumors of Neuroepthelial Tissue,2014
688,115974555,Male,Tumors of Neuroepthelial Tissue,2015
10260,115974555,Male,Tumors of Neuroepthelial Tissue,2015
708,117142413,Male,Tumors of Neuroepthelial Tissue,2016
10591,117142413,Male,Tumors of Neuroepthelial Tissue,2016
653,118201255,Male,Tumors of Neuroepthelial Tissue,2017
10546,118201255,Male,Tumors of Neuroepthelial Tissue,2017
3620,101938779,Male,Tumors of Sellar Region,2004
18,101938779,Male,Tumors of Sellar Region,2004
4014,103190694,Male,Tumors of Sellar Region,2005
4258,104488268,Male,Tumors of Sellar Region,2006
18,104488268,Male,Tumors of Sellar Region,2006
4653,105697783,Male,Tumors of Sellar Region,2007
24,105697783,Male,Tumors of Sellar Region,2007
5049,106947980,Male,Tumors of Sellar Region,2008
5393,108197539,Male,Tumors of Sellar Region,2009
5575,109527917,Male,Tumors of Sellar Region,2010
5668,110844094,Male,Tumors of Sellar Region,2011
22,110844094,Male,Tumors of Sellar Region,2011
6183,112218652,Male,Tumors of Sellar Region,2012
19,112218652,Male,Tumors of Sellar Region,2012
6233,113477293,Male,Tumors of Sellar Region,2013
25,113477293,Male,Tumors of Sellar Region,2013
6295,114741253,Male,Tumors of Sellar Region,2014
24,114741253,Male,Tumors of Sellar Region,2014
6519,115974555,Male,Tumors of Sellar Region,2015
16,115974555,Male,Tumors of Sellar Region,2015
6508,117142413,Male,Tumors of Sellar Region,2016
6402,118201255,Male,Tumors of Sellar Region,2017
5225,101938779,Male,Tumors of the Meninges,2004
202,101938779,Male,Tumors of the Meninges,2004
5827,103190694,Male,Tumors of the Meninges,2005
193,103190694,Male,Tumors of the Meninges,2005
6221,104488268,Male,Tumors of the Meninges,2006
186,104488268,Male,Tumors of the Meninges,2006
6429,105697783,Male,Tumors of the Meninges,2007
219,105697783,Male,Tumors of the Meninges,2007
7073,106947980,Male,Tumors of the Meninges,2008
199,106947980,Male,Tumors of the Meninges,2008
7617,108197539,Male,Tumors of the Meninges,2009
199,108197539,Male,Tumors of the Meninges,2009
7640,109527917,Male,Tumors of the Meninges,2010
158,109527917,Male,Tumors of the Meninges,2010
7789,110844094,Male,Tumors of the Meninges,2011
187,110844094,Male,Tumors of the Meninges,2011
7998,112218652,Male,Tumors of the Meninges,2012
184,112218652,Male,Tumors of the Meninges,2012
8456,113477293,Male,Tumors of the Meninges,2013
198,113477293,Male,Tumors of the Meninges,2013
8582,114741253,Male,Tumors of the Meninges,2014
214,114741253,Male,Tumors of the Meninges,2014
9066,115974555,Male,Tumors of the Meninges,2015
194,115974555,Male,Tumors of the Meninges,2015
9151,117142413,Male,Tumors of the Meninges,2016
201,117142413,Male,Tumors of the Meninges,2016
9463,118201255,Male,Tumors of the Meninges,2017
192,118201255,Male,Tumors of the Meninges,2017
648,101938779,Male,Unclassified Tumors,2004
616,101938779,Male,Unclassified Tumors,2004
826,103190694,Male,Unclassified Tumors,2005
612,103190694,Male,Unclassified Tumors,2005
849,104488268,Male,Unclassified Tumors,2006
576,104488268,Male,Unclassified Tumors,2006
857,105697783,Male,Unclassified Tumors,2007
573,105697783,Male,Unclassified Tumors,2007
936,106947980,Male,Unclassified Tumors,2008
628,106947980,Male,Unclassified Tumors,2008
1034,108197539,Male,Unclassified Tumors,2009
653,108197539,Male,Unclassified Tumors,2009
1111,109527917,Male,Unclassified Tumors,2010
613,109527917,Male,Unclassified Tumors,2010
1136,110844094,Male,Unclassified Tumors,2011
626,110844094,Male,Unclassified Tumors,2011
1218,112218652,Male,Unclassified Tumors,2012
631,112218652,Male,Unclassified Tumors,2012
1186,113477293,Male,Unclassified Tumors,2013
620,113477293,Male,Unclassified Tumors,2013
1132,114741253,Male,Unclassified Tumors,2014
673,114741253,Male,Unclassified Tumors,2014
1064,115974555,Male,Unclassified Tumors,2015
631,115974555,Male,Unclassified Tumors,2015
964,117142413,Male,Unclassified Tumors,2016
623,117142413,Male,Unclassified Tumors,2016
938,118201255,Male,Unclassified Tumors,2017
549,118201255,Male,Unclassified Tumors,2017
100,101938779,Male,Unique astrocytoma variants,2004
18,101938779,Male,Unique astrocytoma variants,2004
113,103190694,Male,Unique astrocytoma variants,2005
17,103190694,Male,Unique astrocytoma variants,2005
138,104488268,Male,Unique astrocytoma variants,2006
24,104488268,Male,Unique astrocytoma variants,2006
122,105697783,Male,Unique astrocytoma variants,2007
29,105697783,Male,Unique astrocytoma variants,2007
150,106947980,Male,Unique astrocytoma variants,2008
35,106947980,Male,Unique astrocytoma variants,2008
159,108197539,Male,Unique astrocytoma variants,2009
37,108197539,Male,Unique astrocytoma variants,2009
184,109527917,Male,Unique astrocytoma variants,2010
26,109527917,Male,Unique astrocytoma variants,2010
187,110844094,Male,Unique astrocytoma variants,2011
31,110844094,Male,Unique astrocytoma variants,2011
174,112218652,Male,Unique astrocytoma variants,2012
27,112218652,Male,Unique astrocytoma variants,2012
169,113477293,Male,Unique astrocytoma variants,2013
39,113477293,Male,Unique astrocytoma variants,2013
178,114741253,Male,Unique astrocytoma variants,2014
40,114741253,Male,Unique astrocytoma variants,2014
172,115974555,Male,Unique astrocytoma variants,2015
27,115974555,Male,Unique astrocytoma variants,2015
195,117142413,Male,Unique astrocytoma variants,2016
29,117142413,Male,Unique astrocytoma variants,2016
174,118201255,Male,Unique astrocytoma variants,2017
41,118201255,Male,Unique astrocytoma variants,2017
